formula,space group,piezoelectric modulus (C/m^2),density (g/cm^3),band gap (eV)
Mn(GaSe2)2-mp-20261,I-4,0.0972,4.7267,0.8787
BeAlH5-mp-23719,P2_1,0.0969,1.0609,3.4607
BaMo4(PO8)2-mp-557147,I-42m,0.0968,4.2145,2.0939
Cd(GaTe2)2-mp-13949,I-4,0.0965,5.3552,1.46
H10SO8-mp-24118,P-42_1c,0.0964,1.5481,5.5158
B2Se2O7-mp-558521,P2_12_12_1,0.0961,3.4123,3.9744
NaH8SNO6-mp-540714,P2_12_12_1,0.0961,1.6936,4.9991
KSi-mp-1217,P-43n,0.0958,1.743,1.2619
NaBe4SbO7-mp-8075,P6_3mc,0.0957,4.1686,3.3966
CsXeF7-mp-29513,P2_13,0.0955,3.8585,3.2665
Cu2WS4-mp-557373,I-42m,0.0955,4.6138,1.6795
Li6PS5I-mp-985582,F-43m,0.0953,2.1539,2.0261
Na2SbF5-mp-27936,P2_12_12_1,0.095,3.3383,4.896
SiO2-mp-556218,Cmc2_1,0.0946,1.8465,5.6118
Na4P2O7-mp-27579,P2_12_12_1,0.0946,2.5065,4.4173
CsCa(NO2)3-mp-757826,R3,0.0944,2.9302,2.68
Rb3SbS3-mp-1193319,P2_13,0.0944,3.1372,2.7608
InGaSe3-mp-504952,P6_1,0.0942,4.9097,1.3286
K3LiP2O7-mp-1019794,C222_1,0.0942,2.5113,4.877
KS-mp-1287,P-62m,0.0941,1.8756,1.6663
CsSb-mp-573514,P2_12_12_1,0.0941,4.259,0.5564
BeF2-mp-15951,P3_121,0.094,2.2228,8.3196
H8Se2N2O5-mp-707226,P2_12_12_1,0.094,2.4976,3.7476
TiPb9O11-mp-674350,P4,0.0937,8.6996,1.7973
RbSi-mp-1074,P-43n,0.0935,2.6311,1.35
Na2ZnSiO4-mp-17709,Pna2_1,0.0935,3.2171,3.1344
Rb3SbO3-mp-768232,P2_13,0.0935,4.0669,3.161
KMg(PO3)3-mp-14058,P-6c2,0.0934,2.5693,4.9474
Ga3NO3-mp-754929,P-6,0.0933,4.8083,1.0047
Rb6CdO4-mp-1209286,P6_3mc,0.0928,4.3669,1.2857
LiSn(PO3)3-mp-757889,P2_12_12_1,0.0927,2.4038,3.8844
ZnH12SeO10-mp-24500,P4_12_12,0.0925,2.2762,3.9156
Si3Ag3(SnP3)2-mp-18310,I-43m,0.0917,4.8045,0.3658
ReSbOF10-mp-554432,P2,0.0917,3.7907,2.0037
H7NO6-mp-626046,P2_12_12_1,0.0907,1.4641,3.2664
TeO2-mp-2739,P4_32_12,0.0906,5.6304,2.8949
Lu2Si2O7-mp-18385,P4_12_12,0.0905,6.6124,5.5835
Cr(PO3)3-mp-759495,P2_12_12_1,0.0904,3.0938,3.0964
LiNiRhF6-mp-1222366,P4_2nm,0.0903,4.5455,1.6961
Li2WS4-mp-753195,I-42m,0.0902,2.7923,2.0086
Na4Mg(GeSe3)2-mp-1103730,C2,0.0901,3.7739,1.8584
BBr-mp-685043,P1,0.09,2.7119,1.4283
SiO2-mp-557134,C2,0.09,2.2418,5.4583
CuBi(WO4)2-mp-556640,P1,0.09,7.6021,1.3308
RbFe(SeO4)2-mp-22038,P321,0.0899,3.3292,2.2467
Al2CdTe4-mp-7909,I-4,0.0894,4.7507,1.8805
TeO2-mp-557,P4_12_12,0.0894,5.6359,2.8956
LiBF4-mp-12403,P3_121,0.0889,1.9241,8.2555
CoHgC4(SN)4-mp-540934,I-4,0.0882,2.7445,0.8242
Sr(GaTe2)2-mp-33880,I422,0.0879,5.1368,0.46
ZnS-mp-557308,P3m1,0.0877,3.9949,1.9071
Rb2LiAsO4-mp-14363,Cmc2_1,0.0876,3.6978,3.5638
SiC-mp-567505,P6_3mc,0.0875,3.1697,1.8874
NaAlSiO4-mp-560334,Pca2_1,0.0873,2.4484,4.5993
Ba4SiAs4-mp-14001,P-43n,0.0873,4.7474,0.9853
KCN-mp-35035,Imm2,0.0872,1.6117,5.3217
CdTe-mp-685146,Cmc2_1,0.0866,5.4775,0.6224
AsPO5-mp-14367,P2_12_12_1,0.0866,3.7449,2.0202
CdP2-mp-402,Pna2_1,0.0865,4.0196,1.529
CsAgSe4-mp-18105,P2_12_12_1,0.0864,4.5442,1.2751
BaNa(PO3)3-mp-13755,P2_12_12_1,0.0863,3.1748,5.3054
ZnSnP2-mp-4175,I-42d,0.0857,4.3879,0.7059
BaAg2GeS4-mp-7394,I-42m,0.0856,4.706,0.6934
Cr4OF11-mp-754243,C2,0.0856,3.6126,0.9706
H8Se2N2O5-mp-722865,P2_12_12_1,0.0854,2.5197,3.6591
SnC-mp-1009820,F-43m,0.0853,6.5973,0.6337
NaLiSO4-mp-6783,P31c,0.0852,2.4123,5.5381
KClO4-mp-546633,F-43m,0.0852,2.0726,5.2322
BaFe(Si2O5)2-mp-504885,P2_12_12,0.0852,3.2626,3.5786
CaH2(CO2)2-mp-560210,P4_12_12,0.0849,1.8871,4.6966
NaH9O5-mp-625378,C2,0.0844,1.3937,4.7414
KScH4(C2O5)2-mp-554515,P6_222,0.0843,1.8282,3.2647
ZnS-mp-556395,P3m1,0.0843,3.9952,1.9563
AlAgTe2-mp-14092,I-42d,0.0842,5.1373,1.6625
CrSnSbO6-mp-1226180,P4_2nm,0.0841,6.1093,0.9046
H2CO2-mp-558412,Pna2_1,0.0835,1.4214,4.8672
BaH2(SO4)2-mp-703568,P2_12_12_1,0.0834,3.1845,5.5549
H4NF-mp-23794,P6_3mc,0.0829,0.9965,5.9592
PRhSe-mp-1102531,P2_13,0.0829,7.0021,1.1892
HgI2-mp-23173,Cmc2_1,0.0829,5.1699,2.5784
MnCr4CdSe8-mp-1221753,F-43m,0.0828,5.3266,0.4706
SbAsO5-mp-14368,P2_12_12_1,0.0826,4.4089,1.7605
LiGaSiO4-mp-18147,R3,0.0824,3.3094,4.0529
Al2ZnSe4-mp-7907,I-4,0.0824,4.1451,2.1529
Na3AsSe3-mp-8686,P2_13,0.0816,3.4609,2.0371
Mg3BeAl8O16-mp-17313,P6_3mc,0.081,3.4821,5.1747
NaS-mp-409,P-62m,0.0808,1.9893,1.204
Na2Sn2O3-mp-761872,I2_13,0.0807,4.5323,0.7135
SiF4-mp-1818,I-43m,0.0802,1.9757,7.94
Zn(GaS2)2-mp-34467,I-42m,0.08,3.7056,1.8997
OsOF5-mp-555514,Pna2_1,0.0799,4.502,0.8102
Zn3(PS4)2-mp-30311,P-4n2,0.0799,2.9722,2.4314
AlAg(PSe3)2-mp-1228964,C2,0.0797,4.385,1.6424
PRhS-mp-1219924,P2_13,0.0795,5.9652,1.4532
SbCl3F2-mp-560748,I4,0.0795,2.6768,1.7137
Re2MoSe4-mp-1219132,P1,0.0793,8.5782,1.0518
Ba(AlTe2)2-mp-38394,I422,0.0793,4.5763,1.9531
PHF2-mp-24064,P2_12_12_1,0.0792,1.8682,3.8275
BaAg2GeSe4-mp-569790,I222,0.0792,5.5215,0.1909
CuB(CN)4-mp-13589,P-43m,0.0787,1.8549,3.247
Ba2Na2O3-mp-752395,P4_32_12,0.0784,4.2765,1.9318
Ba(GeAs)2-mp-27810,P4_2mc,0.0782,5.1754,0.0464
H10C2N2O5-mp-697408,P2_12_12,0.0781,1.4831,3.4565
KTa(GeO3)3-mp-540631,P-6c2,0.0778,4.3207,3.5181
CdSnP2-mp-5213,I-42d,0.0775,4.6344,0.6714
SiC-mp-9947,R3m,0.0775,3.1714,2.1419
SiC-mp-7631,P6_3mc,0.0775,3.1716,2.1121
RbTa(GeO3)3-mp-540632,P-6c2,0.0765,4.573,3.4846
Na2Ge2O5-mp-771248,Pna2_1,0.0764,3.4189,2.9922
Te4MoW-mp-1023941,P3m1,0.0763,4.7933,1.2009
AlAs-mp-2172,F-43m,0.0763,3.5907,1.6871
Y2Hf2O7-mp-771260,P4_12_12,0.0761,6.4123,4.1331
K3BiSe3-mp-28980,P2_13,0.076,3.7828,2.0675
AuBrF6-mp-30159,P2_1,0.0758,4.523,1.9743
LiFeF6-mp-1222351,P4_2nm,0.0756,2.9982,1.249
Sr3CaI8-mp-754610,Cm,0.0751,4.2795,2.9772
RuO4-mp-554791,P-43n,0.0749,2.9208,2.4251
ZnS-mp-561258,P6_3mc,0.0744,3.9961,1.9964
CsCuTeS3-mp-1213683,P2_13,0.0738,3.5922,1.811
CdSe-mp-2691,F-43m,0.0736,5.3005,0.5095
OsO4-mp-551905,C2,0.0734,4.3895,3.2855
NaPt2Se3-mp-28987,P6_3mc,0.0731,7.5637,0.9976
Li10BrN3-mp-28989,P-6m2,0.0724,1.7085,1.4357
Zn4B6SeO12-mp-14921,I-43m,0.0718,4.2525,4.733
CoPS-mp-1226003,P2_13,0.0716,5.1007,1.1303
Li2TeO4-mp-13843,P4_122,0.0716,4.2865,2.2672
TeS4(NCl)4-mp-554646,Cc,0.0714,2.3824,1.9067
Na2PO3F-mp-12159,P2_12_12_1,0.0713,2.5712,4.5034
LiFeSiO4-mp-758499,Pna2_1,0.071,2.8993,2.9635
H20C3(N2O5)2-mp-766262,Fmm2,0.071,1.4766,4.7189
Li3VS4-mp-760375,P-43m,0.0708,1.5725,1.8951
Na4Mg(SiSe3)2-mp-1103351,C2,0.0703,3.4077,2.7866
Na3PSO3-mp-542136,R3c,0.0701,2.4107,3.8977
C(ClF)2-mp-22966,Fdd2,0.0699,1.7768,5.7383
NaMo(PO4)2-mp-622295,P2_12_12_1,0.0698,3.0274,2.4968
Zn2GeSe4-mp-35539,I-42m,0.0696,4.8143,1.3978
MoWS4-mp-1023954,P3m1,0.0693,3.4404,1.3369
ReTeS-mp-5222,F-43m,0.0692,8.6761,0.1333
Cd4B6O13-mp-755260,I-43m,0.0691,4.8822,2.6868
Al5CuSe8-mp-37405,F-43m,0.0686,4.5962,0.8772
ZnSe-mp-380,P6_3mc,0.0686,5.0574,1.2003
PH6NO4-mp-23934,P2_12_12_1,0.0682,1.5657,5.2396
K2Pb2O3-mp-20694,I2_13,0.0679,5.6134,1.9853
SiC-mp-568656,P3m1,0.0678,3.1719,2.0411
NaCaH6Ir-mp-1180133,F-43m,0.0675,4.6004,3.5325
HfSnPd-mp-11869,F-43m,0.0675,10.4038,0.0976
SiC-mp-11713,R3m,0.0673,3.1717,1.9728
Na2Si2O5-mp-554383,Pna2_1,0.0668,2.4812,4.4586
Li5SbS-mp-767471,P2_1,0.0666,2.3219,1.2902
LiAuO2-mp-996959,I4_122,0.0663,7.8839,1.5361
YAgSe2-mp-676284,Cm,0.0662,5.934,0.7142
LiAlTe2-mp-4586,I-42d,0.066,3.9059,2.6599
SiO2-mp-557723,P6_422,0.0659,2.1581,3.5613
LiMg4V3O12-mp-559155,I-42d,0.0654,3.2134,3.1867
FeOF-mp-762996,Ama2,0.065,4.3349,1.6981
TaCu3Te4-mp-9295,P-43m,0.0648,6.8225,1.58
Fe5CuO8-mp-33300,F-43m,0.0648,5.0169,0.2218
Sm2Ge2O7-mp-772840,P4_12_12,0.0648,5.9616,4.0217
ZnCdC4(SeN)4-mp-542942,I-4,0.0647,3.0505,3.1222
TlCo(CO)4-mp-18789,P2_13,0.0647,3.2876,3.0875
Rb3BiSe3-mp-29168,P2_13,0.0643,4.162,2.1254
SiC-mp-11714,P6_3mc,0.0642,3.1719,2.3298
KSO3-mp-541581,P321,0.064,2.1609,4.9797
RbSe-mp-9063,P-62m,0.064,3.3478,0.9245
Sr(AlTe2)2-mp-37091,I422,0.0639,4.5216,1.9336
Tb2Ge2O7-mp-14649,P4_12_12,0.0638,6.3833,3.7453
LiCoPO4-mp-26989,Pna2_1,0.0636,3.0599,3.1402
NaInBr4-mp-28569,P2_12_12_1,0.0635,3.5077,3.1545
TaCu3Se4-mp-4081,P-43m,0.0632,6.1247,1.753
CdTe-mp-12779,P6_3mc,0.0631,5.4662,0.6186
Be4TeO7-mp-27608,F-43m,0.063,4.0844,1.4809
HfC-mp-1002124,F-43m,0.0628,9.8682,0.5774
Al7Te10-mp-14506,R32,0.0628,4.214,1.3854
MnHgC4(SN)4-mp-541914,I-4,0.0621,2.6982,1.7278
Cu2WS4-mp-8976,P-42m,0.0621,4.2995,1.6202
Zn(GaTe2)2-mp-15777,I-4,0.0621,5.3562,1.4483
CuBS2-mp-12954,I-42d,0.0619,4.0417,1.9146
Tm(CuTe)3-mp-640889,Pmn2_1,0.0616,7.3847,0.4005
BaTi(SiO3)3-mp-6661,P-6c2,0.0611,3.542,3.0661
Mg(BH4)2-mp-571156,Pmc2_1,0.0608,0.8129,6.0803
H4CN2O-mp-23778,P-42_1m,0.0607,1.3303,5.0792
AlPS4-mp-1071955,I222,0.0606,1.7098,2.7826
GaCuS2-mp-5238,I-42d,0.0606,4.2772,0.7026
MnHgC4(SeN)4-mp-543031,I-4,0.0604,3.4145,1.8338
NaHg2IO2-mp-23110,P6_222,0.0602,7.0086,1.388
RbBH4-mp-1219553,F-43m,0.06,1.8871,6.2124
Ho(AlCl4)3-mp-29796,P3_112,0.0594,2.0716,4.3163
PBrNF-mp-559366,Cmc2_1,0.0593,2.5292,4.2508
Zn(HO)2-mp-625826,P2_12_12_1,0.0593,3.2161,2.6226
NaClO3-mp-555726,P2_13,0.0591,1.863,5.7371
Al2ZnTe4-mp-7908,I-4,0.0589,4.7057,1.8962
Al5CuS8-mp-35267,F-43m,0.0589,3.0149,1.5452
NbCu3Te4-mp-991676,P-43m,0.0586,6.1571,1.3512
CdP2-mp-913,P4_32_12,0.0586,4.0227,1.5931
Li2Ta2(OF2)3-mp-561011,P3_121,0.0585,4.5189,3.8345
Zn(CN)2-mp-35751,P4_2nm,0.0585,1.8467,5.8518
AlCuCl4-mp-28020,P-42c,0.0585,2.4789,2.5145
KSe-mp-9268,P-62m,0.0584,2.7284,0.9768
Li2Ti3ZnO8-mp-774797,P2_13,0.0583,3.8671,3.127
Er(CuTe)3-mp-640885,Pmn2_1,0.0578,7.2604,0.3835
SbS(BrF2)3-mp-560639,P2_12_12_1,0.0578,3.2439,2.6483
Mn(AlTe2)2-mp-1025315,I-42m,0.0576,4.5486,0.3891
CsNO2-mp-3288,P3_121,0.0575,3.4428,2.3904
Mn4Be3Ge3SO12-mp-21616,P-43n,0.0575,3.6504,2.4274
S2N-mp-2565,P4_2nm,0.0574,1.7347,1.7774
ZnSe-mp-1190,F-43m,0.0571,5.0643,1.6143
BaLiLaTeO6-mp-40189,F-43m,0.0566,6.3485,2.9506
P2O5-mp-562613,R3c,0.0565,2.0263,5.5533
LiMnSbO4-mp-755701,P4_322,0.0564,4.8158,1.3813
CdCu2GeSe4-mp-10967,I-42m,0.0559,5.4534,0.2466
LiNbFeO4-mp-771892,P4_322,0.0559,4.4022,2.5113
SrLiNb2O6F-mp-753719,I-4m2,0.0557,4.186,1.799
H2SeO3-mp-27996,P2_12_12_1,0.0554,2.8939,4.4986
HgHOF-mp-23844,P2_12_12_1,0.055,7.1798,1.4591
LiFePO4-mp-765593,P4_322,0.0547,3.8818,3.6744
NOF-mp-29966,P2_12_12_1,0.0546,1.6392,0.0146
B2AsP-mp-1008528,P-4m2,0.0545,4.1289,1.4447
Zn(GaSe2)2-mp-15776,I-4,0.0545,4.9152,1.4001
LiVPO5-mp-758074,P2_12_12_1,0.0544,2.5271,2.9567
SbSe(BrF2)3-mp-561328,P2_12_12_1,0.054,3.4548,2.5985
RbBe3ZnF9-mp-17229,P-6c2,0.0538,2.9612,6.2965
GaCuI4-mp-29403,I-4,0.0535,4.3866,1.8391
GaCuSe2-mp-4840,I-42d,0.0533,5.3499,0.4581
ZnS-mp-10695,F-43m,0.0532,3.9989,2.3504
VF4-mp-759972,Pc,0.0531,2.8635,2.8126
Li2WS4-mp-867695,P-42m,0.0531,2.6958,1.931
SiO2-mp-8059,P2_13,0.0526,2.1033,5.83
Rb6Si10O23-mp-561189,P-62m,0.0524,2.8765,4.0483
CsClO4-mp-546711,F-43m,0.0523,2.8981,5.3231
BaLiPrTeO6-mp-41219,F-43m,0.0517,6.4357,3.1382
InAgTe2-mp-22386,I-42d,0.0516,5.6494,0.065
ZnCu2GeS4-mp-6408,I-42m,0.0514,4.2887,0.3483
SiO2-mp-600059,P-4,0.0511,1.9076,5.7111
K2Se5-mp-18609,P2_12_12_1,0.0507,3.4198,0.9376
TiSnPd-mp-961682,F-43m,0.0504,7.5543,0.2387
Mo(HO2)2-mp-625576,P1,0.0503,3.1829,3.2029
BaAg2SnSe4-mp-569114,I222,0.0496,5.5556,0.1923
SNF-mp-4937,P-42_1c,0.0494,2.0626,3.4753
TlCuSe2-mp-14090,I-42d,0.049,6.6442,0.0098
NaSe2-mp-15514,I-42d,0.0488,3.6536,1.2073
BAs-mp-10044,F-43m,0.0481,5.0876,1.2522
SrCa2I6-mp-771568,P2_12_12_1,0.048,3.9099,3.7062
GaCuCl4-mp-29362,P-42c,0.0477,2.8688,1.8316
Ba(NO2)2-mp-27897,P2_12_12_1,0.0475,3.3307,2.3919
K3AsS3-mp-1193111,P2_13,0.0475,2.2162,2.6265
Rb3SbSe3-mp-17912,P2_13,0.0475,3.6402,2.343
Cs2LiMnO4-mp-18722,Cmc2_1,0.0474,4.1548,2.1648
H9C3N3O2-mp-556151,P2_12_12_1,0.0474,1.2664,4.8963
NaH8SeNO6-mp-707532,P2_12_12_1,0.0469,2.0296,3.8628
OsOF4-mp-558879,P2_12_12_1,0.0469,5.0138,0.5957
Ga(MoSe2)4-mp-567394,R3m,0.0461,6.5939,0.2066
Be(HO)2-mp-625837,P2_12_12_1,0.046,2.1058,5.4109
BeF2-mp-561543,I-43m,0.0453,1.493,7.9633
SCl-mp-28096,Fdd2,0.0449,1.5905,2.8905
ZnFeH4O2F5-mp-763244,Imm2,0.0448,3.0685,1.7987
RbVPO5-mp-561349,P2_12_12_1,0.0447,3.1015,3.0087
H7NO6-mp-504422,P2_12_12_1,0.0446,1.5166,3.5741
HgBr2-mp-23292,Cmc2_1,0.0444,5.1994,2.8404
Si2H2S3-mp-28090,P-42_1c,0.0439,1.6216,3.3657
H2O2-mp-28015,P4_12_12,0.0433,1.7068,4.5073
RbPbIO6-mp-616564,P6_322,0.0433,5.1449,1.3957
H3NO4-mp-626256,Pna2_1,0.043,1.6271,3.7039
Ca3(AlN2)2-mp-29820,P2_12_12_1,0.0429,3.0516,2.1935
NClO3-mp-754712,P2_12_12_1,0.0428,1.8848,2.943
AlCuSe2-mp-8016,I-42d,0.0427,4.6514,0.8932
H4SO5-mp-626448,Pc,0.0427,1.9133,5.643
RbNO2-mp-752580,P3_121,0.0426,2.9562,2.3747
Na3SbO3-mp-8076,I-43m,0.042,3.5531,3.0896
TaCu3S4-mp-10748,P-43m,0.042,4.8167,2.0731
Nb3Sb2Te5-mp-569571,I-43m,0.042,7.8912,1.093
P4PtF12-mp-555863,I-43m,0.042,3.0263,4.9933
PNClF-mp-554472,Cmc2_1,0.0419,1.9332,5.0811
SiO2-mp-639682,I-4m2,0.0418,1.5596,5.6453
Li2MnF4-mp-777589,P4_322,0.0417,2.9679,4.0321
K3BiTe3-mp-29379,P2_13,0.0416,4.0238,1.5607
HS8N-mp-29491,Pca2_1,0.0415,1.6855,2.6055
Hg-mp-864900,I-43m,0.0412,10.7708,0.7033
Li3NbO4-mp-31488,I-43m,0.0409,3.8052,3.7756
RbNb(GeO3)3-mp-540633,P-6c2,0.0409,3.9027,3.1728
LiAlO2-mp-3427,P4_12_12,0.0404,2.5301,4.5928
AlCuTe2-mp-8017,I-42d,0.0403,5.1293,1.6873
NaSrFeF6-mp-556802,P2_12_12_1,0.04,3.4172,3.5064
H2SeO4-mp-23866,P2_12_12_1,0.0394,2.6633,3.4172
Y2SiP4O15-mp-1020615,P2_12_12,0.0392,2.8813,5.5758
SiO2-mp-557930,I-42m,0.039,2.2534,5.6497
Cs2LiAsO4-mp-14364,Cmc2_1,0.0389,4.3049,3.7416
KBe3ZnF9-mp-18509,P-6c2,0.0384,2.6612,6.2535
Rb2Pb2O3-mp-1209489,I2_13,0.0384,5.8403,1.8685
N2-mp-999498,I2_13,0.0383,3.3795,4.0174
Cs3SbSe3-mp-1192816,P2_13,0.0381,3.9137,2.2748
WO3-mp-559122,P-42_1m,0.0381,6.6545,1.256
H5N2F-mp-27235,P2_12_12_1,0.038,1.4646,5.4614
Ca(InTe2)2-mp-677072,I422,0.0372,5.3016,1.1735
Be3Zn4Si3SO12-mp-6856,P-43n,0.0371,3.5987,3.9654
InGaS3-mp-504951,P6_1,0.037,3.7555,2.093
Li2AgSb-mp-16238,F-43m,0.0367,5.473,0.1478
Be(CN)2-mp-35687,P4_2nm,0.0363,1.311,5.9443
YInO3-mp-504607,P6_3cm,0.0361,5.7716,2.0825
Tl2SeO4-mp-559961,P2_12_12_1,0.0357,6.4334,3.3931
Ag2HgO2-mp-29816,P4_32_12,0.0355,8.606,0.4103
SnF2-mp-7456,P2_12_12_1,0.0352,4.4927,3.2868
SnF2-mp-7457,P4_12_12,0.0349,4.4809,3.2743
Li2VF4-mp-775776,P4_122,0.0345,2.9267,2.7543
K3VO4-mp-560869,P2_13,0.0343,2.546,4.0485
SiO2-mp-559091,P6_322,0.0339,2.0451,5.4972
P2S2O3-mp-3667,I-4c2,0.0335,1.7182,4.0083
KCu2H20N3(Cl2O)4-mp-42805,P-4,0.0335,2.0249,0.9065
RbClO4-mp-550759,F-43m,0.0332,2.6113,5.2286
H5NO-mp-625927,P2_12_12_1,0.0332,0.943,4.5466
NbCu3Se4-mp-4043,P-43m,0.0331,5.345,1.5207
LiMnF3-mp-754676,P6_322,0.0328,3.4649,3.6582
H10C3NClO4-mp-554570,P2_1,0.0326,1.384,5.638
RbTe-mp-9064,P-62m,0.0322,3.5972,0.6065
H5ClO6-mp-626201,P2_12_12_1,0.0319,1.8921,5.7309
RbMgBO3-mp-1020633,P2_13,0.0313,3.2336,4.6632
CsCrF4-mp-27149,P-62m,0.0311,3.9096,2.8606
HgBr2-mp-571558,P3,0.031,5.8841,1.6827
Cs2Pb2O3-mp-1213706,I2_13,0.0308,6.0304,2.0952
HoMnO3-mp-19056,P6_3cm,0.0305,6.9512,1.543
CN2-mp-1019086,P-42_1m,0.0304,2.5506,4.7919
RbFeO2-mp-768729,P4_12_12,0.0303,4.0078,2.0481
CsBe2BO3F2-mp-553342,R32,0.0298,3.2069,5.884
BaNaP-mp-9732,P-62m,0.0297,3.6526,0.8556
Tm2P4O13-mp-772232,C222_1,0.0297,4.2589,5.6294
SbBr3-mp-27399,P2_12_12_1,0.0292,3.0927,3.4534
B(HO)3-mp-759069,P3_2,0.0292,1.5029,6.0914
H2O-mp-696735,P4_12_12,0.029,1.1868,5.7816
SiO2-mp-556961,P2_12_12_1,0.0288,2.0379,5.4877
LiCrSnO4-mp-774243,P4_322,0.0288,5.0488,1.3688
LiGaTe2-mp-5048,I-42d,0.0287,4.4694,1.9666
KTe-mp-1554,P-62m,0.0282,3.1475,0.2132
AlAs-mp-8881,P6_3mc,0.0282,3.591,1.6862
Dy2P4O13-mp-771147,C222_1,0.0282,4.0574,5.6388
LiMgBi-mp-570213,F-43m,0.0276,4.9656,0.3587
B3H7CO-mp-696308,P1,0.0275,0.7866,4.1494
SO3-mp-2414,Pna2_1,0.0274,1.9728,5.1448
BeH8(NO5)2-mp-706913,I-42d,0.027,1.575,3.5071
LiMnFeO4-mp-756289,P4_322,0.0269,4.213,1.4266
SnI4-mp-571436,P-43m,0.0267,3.4791,1.7788
S(OF)2-mp-8537,P4_12_12,0.0266,1.9266,5.9037
SiO2-mp-600001,P-4m2,0.0266,1.5878,5.4925
K2Sn2O3-mp-8624,I2_13,0.0264,3.9131,1.6527
Na2Zn2O3-mp-554845,P4_32_12,0.0263,3.9876,1.2511
SiCl2-mp-29174,P2_12_12_1,0.0263,1.6461,2.0198
PtO2-mp-7868,P6_3mc,0.0262,9.2185,1.5424
LiInTe2-mp-20782,I-42d,0.0259,4.5867,1.7492
CsErSiS4-mp-16972,P2_12_12_1,0.0254,3.9315,2.979
Si3N4-mp-11607,I-43d,0.025,3.4113,4.0968
LiMnAlO4-mp-770387,P4_322,0.0246,3.8158,1.6174
Si2H6O-mp-27949,P2_12_12_1,0.024,0.9778,5.2606
C2O3F2-mp-31306,P2_12_12_1,0.0238,1.7986,5.283
MnZn(CrS2)4-mp-1221557,F-43m,0.0235,3.7814,0.3405
SrGe(HO2)2-mp-23884,I-42d,0.0233,4.0064,4.1368
K3AsSe3-mp-18594,P2_13,0.0233,2.9329,2.1131
KCd(PO3)3-mp-1211746,P-6c2,0.0232,3.0239,4.1295
SiO2-mp-558200,P-4n2,0.0231,2.334,5.3291
Li2Mn3ZnO8-mp-704943,P2_13,0.0231,4.3188,1.5501
ZnH12N4(ClO4)2-mp-23998,F-43m,0.0228,1.9556,4.4764
LiMgH6Ir-mp-866640,P-43m,0.0224,5.1525,3.4054
CaSO4-mp-556372,P6_422,0.0224,2.4776,5.6937
Mo(PO4)2-mp-26600,P2_12_12_1,0.0223,2.8662,1.3828
AgB(CN)4-mp-10413,P-43m,0.0223,1.9056,4.2924
ZnP2-mp-11025,P4_32_12,0.0222,3.4896,1.4662
KBe2BO3F2-mp-6870,R32,0.0221,2.2928,6.1
Ag3Sn2(GeP2)3-mp-17568,I-43m,0.0216,5.3404,0.3412
Al(BH4)3-mp-569787,Pna2_1,0.0213,0.6184,6.2431
CaSO4-mp-3082,P6_222,0.0213,2.4766,5.684
BP-mp-1479,F-43m,0.0212,2.9526,1.4662
RbBe2BO3F2-mp-7323,R32,0.0211,2.8148,5.9649
LiCrSiO4-mp-758241,P4_322,0.021,3.8371,2.7388
BPS4-mp-27724,I222,0.0205,1.6118,2.2994
Nb2PS10-mp-648932,P2_12_12,0.0201,2.6035,1.3728
AuF3-mp-942,P6_122,0.0199,6.204,1.5543
Ba5(Ga3H)2-mp-643683,P3c1,0.0197,4.8135,0.3889
H5CSN2Cl-mp-560045,P4_12_12,0.0195,1.3669,4.3408
K2ZnBr4-mp-23535,P2_1,0.0192,3.075,3.677
CuI-mp-570136,P3m1,0.0191,5.6381,1.4615
HoAgS2-mp-18262,P4_12_12,0.019,6.1001,1.78
RbGeIO6-mp-549697,P312,0.0189,4.2801,2.4469
Na3As-mp-655,P6_3cm,0.0188,2.3378,0.064
Mn2ZnH12(NO2)4-mp-510620,F-43m,0.0187,2.1038,1.536
Li5GaO4-mp-37207,P4_22_12,0.0182,2.8506,3.5894
K2Mg2O3-mp-769025,P4_32_12,0.0182,2.6518,2.9231
NaH9O5-mp-505077,P2_12_12_1,0.018,1.4066,4.5248
ZnCdSe2-mp-1017534,P-4m2,0.0178,5.2274,1.8588
SiO2-mp-546546,R32,0.0177,2.0366,5.5604
Ca2SnS4-mp-866943,P4_122,0.0172,2.9302,1.6421
Mg(CN)2-mp-36940,P4_2nm,0.0172,1.0452,6.1636
K9Li3I2O13-mp-556215,P-62c,0.0171,2.9985,0.7727
ScNiBi-mp-30459,F-43m,0.0159,8.4815,0.2344
Li5ReO6-mp-554540,P3_112,0.0156,4.8832,2.2249
LiB(CN)4-mp-13590,P-43m,0.0153,1.1825,6.368
AgClO3-mp-775761,P2_13,0.015,4.0216,2.9272
Li7MnN4-mp-5515,P-43n,0.015,2.4112,0.6562
Li3B5(HO5)2-mp-707105,P4_12_12,0.0144,2.2338,5.8994
GeO2-mp-7812,P4_12_12,0.0144,3.6831,3.2912
SiO2-mp-560836,P23,0.0144,1.7609,4.9689
SnS2-mp-9984,P6_3mc,0.0142,3.841,1.491
SiO2-mp-559872,P4_32_12,0.0142,2.3654,5.6301
ZnP2-mp-2782,P4_12_12,0.0138,3.4899,1.4666
CdI2-mp-28248,P6_3mc,0.0135,4.9823,2.4364
LiMnVO4-mp-774424,P4_322,0.0135,3.7936,1.3694
AsCl3-mp-23280,P2_12_12_1,0.0126,2.0686,4.1006
